Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, 雕刻碎屑 - 褐岩铺路石
chiselsandbits:block_bit:0, 雕刻碎屑 - 雕琢褐岩块
chiselsandbits:block_bit:0, 雕刻碎屑 - 三角纹褐岩石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 细纹褐岩石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 褐岩瓷砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 深板岩 上/下
chiselsandbits:block_bit:0, 雕刻碎屑 - 凝灰岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 磨制凝灰岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制凝灰岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 凝灰岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制凝灰岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 方解石
chiselsandbits:block_bit:0, 雕刻碎屑 - 深板岩圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制深板岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 磨制深板岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 深板岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹深板岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 深板岩瓦
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹深板岩瓦
chiselsandbits:block_bit:0, 雕刻碎屑 - 强化深板岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 涂蜡铜灯
chiselsandbits:block_bit:0, 雕刻碎屑 - 涂蜡的斑驳铜灯
chiselsandbits:block_bit:0, 雕刻碎屑 - 涂蜡的锈蚀铜灯
chiselsandbits:block_bit:0, 雕刻碎屑 - 涂蜡的氧化铜灯
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡饰建材
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡饰墙砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡饰建材
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜块
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝块
chiselsandbits:block_bit:0, 雕刻碎屑 - 陨铁块
chiselsandbits:block_bit:0, 雕刻碎屑 - 硅晶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 月球土层
chiselsandbits:block_bit:0, 雕刻碎屑 - 月岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 月壤
chiselsandbits:block_bit:0, 雕刻碎屑 - 奶酪矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 月球地牢砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 隐形红石线
chiselsandbits:block_bit:0, 雕刻碎屑 - 隐形红石中继器 南
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铁矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 火星圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 火星表层岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 火星浅层岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 火星地牢砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 戴斯块
chiselsandbits:block_bit:0, 雕刻碎屑 - 火星圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 行星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 浅行星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 亮行星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 行星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 铁矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 暗行星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 钛块
chiselsandbits:block_bit:0, 雕刻碎屑 - 软质金星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 硬质金星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 金星火山岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 浮石
chiselsandbits:block_bit:0, 雕刻碎屑 - 红金星地牢砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 橙金星地牢砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 方铅矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 软质金星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 金星火山岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铅块
chiselsandbits:block_bit:0, 雕刻碎屑 - 红金星地牢砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 水晶矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 水晶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 赤焰晶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 寒霜晶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 风暴晶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 邃暗晶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 苍翠晶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 秘源晶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 光辉晶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石基座
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石基座
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石基座
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石基座
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石基座
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石基座
chiselsandbits:block_bit:0, 雕刻碎屑 - 符石基座
chiselsandbits:block_bit:0, 雕刻碎屑 - 镀金橡木
chiselsandbits:block_bit:0, 雕刻碎屑 - 镀金云杉木
chiselsandbits:block_bit:0, 雕刻碎屑 - 镀金白桦木
chiselsandbits:block_bit:0, 雕刻碎屑 - 镀金丛林木
chiselsandbits:block_bit:0, 雕刻碎屑 - 镀金金合欢木
chiselsandbits:block_bit:0, 雕刻碎屑 - 镀金深色橡木
chiselsandbits:block_bit:0, 雕刻碎屑 - 过烧砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 带污渍的过烧砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 炉渣砖块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢筋混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢筋混凝土砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 加气混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 防腐木桌
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢桌
chiselsandbits:block_bit:0, 雕刻碎屑 - 防腐木茶几
chiselsandbits:block_bit:0, 雕刻碎屑 - 奥利哈刚块
chiselsandbits:block_bit:0, 雕刻碎屑 - 次元催化器
chiselsandbits:block_bit:0, 雕刻碎屑 - 暗影块
chiselsandbits:block_bit:0, 雕刻碎屑 - 光子块
chiselsandbits:block_bit:0, 雕刻碎屑 - 通量方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 织布机 北
chiselsandbits:block_bit:0, 雕刻碎屑 - 制箭台 北
chiselsandbits:block_bit:0, 雕刻碎屑 - 锻造台 北
chiselsandbits:block_bit:0, 雕刻碎屑 - 制图台 北
chiselsandbits:block_bit:0, 雕刻碎屑 - 蜜脾块
chiselsandbits:block_bit:0, 雕刻碎屑 - 平滑石头
chiselsandbits:block_bit:0, 雕刻碎屑 - 平滑砂岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 平滑石英
chiselsandbits:block_bit:0, 雕刻碎屑 - 平滑红砂岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 灵魂土
chiselsandbits:block_bit:0, 雕刻碎屑 - 下界合金块
chiselsandbits:block_bit:0, 雕刻碎屑 - 远古残骸
chiselsandbits:block_bit:0, 雕刻碎屑 - 银矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 蓝宝石矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 银块
chiselsandbits:block_bit:0, 雕刻碎屑 - 蓝宝石块
chiselsandbits:block_bit:0, 雕刻碎屑 - 炎烬
chiselsandbits:block_bit:0, 雕刻碎屑 - 霜冻沙砾
chiselsandbits:block_bit:0, 雕刻碎屑 - 霜凇
chiselsandbits:block_bit:0, 雕刻碎屑 - 霜凌
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙巢
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙骨块 上/下
chiselsandbits:block_bit:0, 雕刻碎屑 - 沙漠蚁脂土
chiselsandbits:block_bit:0, 雕刻碎屑 - 丛林蚁脂土
chiselsandbits:block_bit:0, 雕刻碎屑 - 沙漠黏蚁脂土
chiselsandbits:block_bit:0, 雕刻碎屑 - 丛林黏蚁脂土
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙炎钢块
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙霜钢块
chiselsandbits:block_bit:0, 雕刻碎屑 - 悚石
chiselsandbits:block_bit:0, 雕刻碎屑 - 悚砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制悚砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂悚砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔悚砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 悚石瓦块
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制骷面悚砖 南
chiselsandbits:block_bit:0, 雕刻碎屑 - 悚木原木 上/下
chiselsandbits:block_bit:0, 雕刻碎屑 - 悚木木板
chiselsandbits:block_bit:0, 雕刻碎屑 - 悚木锁孔
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - Copper Ore
chiselsandbits:block_bit:0, 雕刻碎屑 - Amethyst Ore
chiselsandbits:block_bit:0, 雕刻碎屑 - Block of Copper
chiselsandbits:block_bit:0, 雕刻碎屑 - Block of Amethyst
chiselsandbits:block_bit:0, 雕刻碎屑 - Block of Lightning Dragonsteel
chiselsandbits:block_bit:0, 雕刻碎屑 - 海蟒鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 海蟒鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 海蟒鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 海蟒鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 海蟒鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 海蟒鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 海蟒鳞块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝土矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铅矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 银矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 镍矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铀矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铅块
chiselsandbits:block_bit:0, 雕刻碎屑 - 银块
chiselsandbits:block_bit:0, 雕刻碎屑 - 镍块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铀块
chiselsandbits:block_bit:0, 雕刻碎屑 - 康铜块
chiselsandbits:block_bit:0, 雕刻碎屑 - 琥珀金块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢块
chiselsandbits:block_bit:0, 雕刻碎屑 - 焦炉砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 高炉砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 强化高炉砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 焦煤块
chiselsandbits:block_bit:0, 雕刻碎屑 - 麻凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 混凝土砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 镀铅混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 绝缘玻璃
chiselsandbits:block_bit:0, 雕刻碎屑 - 窑砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 防腐木板
chiselsandbits:block_bit:0, 雕刻碎屑 - 防腐木板
chiselsandbits:block_bit:0, 雕刻碎屑 - 防腐木板
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜板方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝板方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铅板方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 银板方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 镍板方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铀板方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 康铜板方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 琥珀金板方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢板方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铁板方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 金板方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜线圈
chiselsandbits:block_bit:0, 雕刻碎屑 - 琥珀金线圈
chiselsandbits:block_bit:0, 雕刻碎屑 - 高压线圈
chiselsandbits:block_bit:0, 雕刻碎屑 - 红石工程块
chiselsandbits:block_bit:0, 雕刻碎屑 - 轻型工程块
chiselsandbits:block_bit:0, 雕刻碎屑 - 重型工程块
chiselsandbits:block_bit:0, 雕刻碎屑 - 发电机模块
chiselsandbits:block_bit:0, 雕刻碎屑 - 散热器模块
chiselsandbits:block_bit:0, 雕刻碎屑 - 沥青混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 百次奖杯 南
chiselsandbits:block_bit:0, 雕刻碎屑 - 锇块 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 青铜块 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 强化黑曜石 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 木炭块 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 强化荧石 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢块 东
chiselsandbits:block_bit:0, 雕刻碎屑 - §a基础箱柜 东
chiselsandbits:block_bit:0, 雕刻碎屑 - §a基础箱柜 东
chiselsandbits:block_bit:0, 雕刻碎屑 - §a基础箱柜 东
chiselsandbits:block_bit:0, 雕刻碎屑 - §a基础箱柜 东
chiselsandbits:block_bit:0, 雕刻碎屑 - §a基础箱柜 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 传送框架 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢质机壳 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 动态储罐 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 结构玻璃 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 动态储罐阀门 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜块 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡块 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 热力蒸馏控制器 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 热力蒸馏阀门 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 锇矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 氟石矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铅矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铀矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - §8黑色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §c红色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §2绿色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6棕色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §1蓝色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §5紫色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §3青色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §7淡灰色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8灰色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d粉红色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §a黄绿色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §e黄色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §9淡蓝色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d品红色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6橙色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §f白色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8黑色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §c红色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §2绿色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6棕色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §1蓝色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §5紫色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §3青色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §7淡灰色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8灰色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d粉红色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §a黄绿色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §e黄色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §9淡蓝色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d品红色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6橙色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §f白色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8黑色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §c红色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §2绿色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6棕色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §1蓝色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §5紫色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §3青色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §7淡灰色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8灰色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d粉红色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §a黄绿色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §e黄色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §9淡蓝色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d品红色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6橙色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §f白色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8黑色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §c红色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §2绿色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6棕色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §1蓝色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §5紫色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §3青色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §7淡灰色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8灰色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d粉红色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §a黄绿色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §e黄色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §9淡蓝色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d品红色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6橙色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §f白色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8黑色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §c红色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §2绿色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §6棕色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §1蓝色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §5紫色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §3青色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §7淡灰色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §8灰色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §d粉红色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §a黄绿色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §e黄色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §9淡蓝色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §d品红色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §6橙色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §f白色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - 盐块
chiselsandbits:block_bit:0, 雕刻碎屑 - 超临界移相器外壳[WIP] 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂变反应堆外壳[WIP] 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 控制棒组件[WIP] 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂变燃料组件[WIP] 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 凋灵死亡音效消除器
chiselsandbits:block_bit:0, 雕刻碎屑 - 末影龙死亡音效消除器
chiselsandbits:block_bit:0, 雕刻碎屑 - 深色橡木石头
chiselsandbits:block_bit:0, 雕刻碎屑 - 铌矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 钛矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 钛块
chiselsandbits:block_bit:0, 雕刻碎屑 - 地磁发电机基座
chiselsandbits:block_bit:0, 雕刻碎屑 - 地磁发电机天线
chiselsandbits:block_bit:0, 雕刻碎屑 - 彩绘金合欢木板
chiselsandbits:block_bit:0, 雕刻碎屑 - §e下级精华块
chiselsandbits:block_bit:0, 雕刻碎屑 - §a初级精华块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6中级精华块
chiselsandbits:block_bit:0, 雕刻碎屑 - §b高级精华块
chiselsandbits:block_bit:0, 雕刻碎屑 - §c终极精华块
chiselsandbits:block_bit:0, 雕刻碎屑 - 活化水晶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 基础精华块
chiselsandbits:block_bit:0, 雕刻碎屑 - §e下级精华块
chiselsandbits:block_bit:0, 雕刻碎屑 - §a初级块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6中级块
chiselsandbits:block_bit:0, 雕刻碎屑 - §b高级块
chiselsandbits:block_bit:0, 雕刻碎屑 - §c终极块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d灵魂块
chiselsandbits:block_bit:0, 雕刻碎屑 - §e下级精华煤块
chiselsandbits:block_bit:0, 雕刻碎屑 - §a初级精华煤块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6中级精华煤块
chiselsandbits:block_bit:0, 雕刻碎屑 - §b高级精华煤块
chiselsandbits:block_bit:0, 雕刻碎屑 - §c终极精华煤块
chiselsandbits:block_bit:0, 雕刻碎屑 - 碎灵魂石
chiselsandbits:block_bit:0, 雕刻碎屑 - 碎灵魂石
chiselsandbits:block_bit:0, 雕刻碎屑 - 光滑灵魂石
chiselsandbits:block_bit:0, 雕刻碎屑 - 灵魂石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂灵魂石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制灵魂石
chiselsandbits:block_bit:0, 雕刻碎屑 - 灵魂石台阶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 活化水晶矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 下界活化水晶矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 末地活化水晶矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - §e精华矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - §e下界精华矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - §e末地精华矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - §e生长加速器
chiselsandbits:block_bit:0, 雕刻碎屑 - 防凋零方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §5究极精华块
chiselsandbits:block_bit:0, 雕刻碎屑 - §5究极块
chiselsandbits:block_bit:0, 雕刻碎屑 - §5究极精华煤块
chiselsandbits:block_bit:0, 雕刻碎屑 - 下界之星核心
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙蛋核心
chiselsandbits:block_bit:0, 雕刻碎屑 - 中子素核心
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙树原木
chiselsandbits:block_bit:0, 雕刻碎屑 - 龙木木板
chiselsandbits:block_bit:0, 雕刻碎屑 - 斑岩
